date	param-sizes	value	success	cilo	cihi	units	complete
2014-06-10T12:34:10Z	500000	0.0011941999999999999	true	0.001	0.001	ms	"0.001148 0.001178 0.001195 0.001279 0.001354 0.001101 0.001169 0.001178 0.001291 0.001335 0.001094 0.001142 0.001171 0.001292 0.001307 0.00106 0.001118 0.001181 0.00127 0.001297 0.001062 0.001075 0.001089 0.00123 0.001249 0.001124 0.001125 0.001225 0.00123 0.001257"
