date	param-sizes	value	success	cilo	cihi	units	complete
2014-06-10T12:34:10Z	500000	3217.2859762999997	true	3216.304	3218.268	ms	"3216.417281 3216.432159 3216.581839 3216.734834 3216.872541 3218.011861 3218.078377 3218.294827 3218.459169 3218.8152 3218.326194 3218.345115 3218.445927 3218.634171 3218.678473 3216.681966 3216.770141 3216.778717 3216.996421 3217.029651 3216.553998 3216.795189 3216.822939 3216.855929 3216.966989 3216.568246 3216.600735 3216.619172 3216.673391 3216.737837"
