date	param-sizes	value	success	cilo	cihi	units	complete
2014-06-10T12:34:10Z	500000	341.33500233333336	true	341.206	341.464	ms	"341.20563 341.265556 341.326829 341.403655 341.450222 341.258733 341.270446 341.370114 341.411441 341.486222 341.200599 341.237902 341.261822 341.279968 341.2931 341.207799 341.229669 341.315914 341.355592 341.480282 341.198982 341.213335 341.309221 341.342126 341.512768 341.31365 341.357279 341.388338 341.466462 341.636414"
