date	param-sizes	param-par	value	success	cilo	cihi	units	complete
2014-06-10T12:34:10Z	500000	64	127.05074540000003	true	68.509	185.592	ms	"58.489047 120.230986 140.691651 195.863136 196.56689 58.524838 85.921 113.405397 120.914455 168.157745 62.466344 63.434985 113.35453 121.872813 168.244258 63.451236 71.259497 120.959125 130.855402 223.000408 62.738649 113.283384 120.179314 191.222872 195.48414 113.408757 113.450551 120.907776 187.57268 195.610496"
2014-06-10T12:34:10Z	500000	8	452.0447481666667	true	413.880	490.209	ms	"412.247598 424.663284 440.263116 441.03933 448.943647 426.464234 437.455261 437.727564 501.934103 513.353191 429.754279 432.03591 432.336402 454.109021 454.785109 411.248382 424.565959 456.25191 502.980251 520.525008 424.138512 424.239994 425.448732 448.130159 472.232303 439.710276 442.63302 474.323064 487.154693 520.648133"
2014-06-10T12:34:10Z	500000	2	1659.8210196	true	1603.789	1715.853	ms	"1614.071142 1614.171574 1615.467445 1651.229133 1669.78254 1613.418211 1650.173594 1705.382525 1760.488893 1762.457596 1625.781107 1640.883751 1667.515635 1672.145276 1700.707678 1611.359348 1631.609703 1651.539724 1666.909443 1667.186438 1612.211962 1649.912005 1666.571444 1749.66051 1760.584427 1612.252847 1613.412624 1614.188732 1653.277315 1670.277966"
2014-06-10T12:34:10Z	500000	1	3218.299002233334	true	3217.426	3219.172	ms	"3217.974686 3218.264144 3218.78724 3218.976359 3219.18308 3216.740792 3217.332289 3217.643544 3217.705483 3217.774114 3217.00616 3217.223229 3217.240186 3217.511702 3218.056459 3218.368637 3218.503717 3218.623568 3218.768654 3219.078752 3217.982147 3218.353275 3218.697359 3218.881739 3219.245376 3218.678679 3218.843043 3219.119829 3219.194886 3219.210939"
2014-06-10T12:34:10Z	500000	32	132.42755830000002	true	102.777	162.078	ms	"119.389284 119.420032 119.464796 122.114262 124.454467 115.334051 115.486009 125.037207 198.291911 201.450667 123.981673 136.783763 146.184603 174.617749 193.807889 119.523883 119.529866 123.329098 132.448261 137.44772 113.805189 119.453604 119.596768 126.716891 129.474168 117.67045 119.420524 119.470603 119.534712 119.586649"
2014-06-10T12:34:10Z	500000	4	860.6488321333334	true	815.268	906.029	ms	"819.513464 857.840848 861.290623 864.870225 880.725844 813.752498 859.615578 880.643209 881.082888 884.493466 817.497139 819.342074 842.936007 890.104839 890.624303 823.155127 824.334306 846.598956 862.59631 892.706475 818.660331 822.227942 841.032553 900.679725 992.203093 813.97937 854.104089 868.960809 890.887668 903.005205"
2014-06-10T12:34:10Z	500000	16	242.3384362333334	true	214.251	270.425	ms	"215.389603 219.91665 230.36442 232.686447 250.694738 213.149736 230.724351 239.986798 276.154383 296.27626 213.332635 232.422914 252.606253 285.441764 298.90897 226.612172 232.025906 232.433673 232.948768 240.120679 220.688046 229.787115 235.331613 252.281585 283.398251 224.922869 232.597359 238.955064 240.120974 259.873091"
