date	param-size	param-par	value	success	cilo	cihi	units	complete
2014-06-10T12:34:10Z	100000	64	1.6084793333333336	true	-0.298	3.515	ms	"0.67574 0.680994 0.830305 0.835031 0.836726 0.843126 0.971232 1.149948 0.744122 0.776006 0.891683 0.962903 0.975708 1.003463 1.05959 1.199596 0.520541 0.756616 0.774969 0.821186 0.898892 0.996737 1.219493 1.244098 0.666939 0.827183 0.862745 0.943407 0.947747 0.996378 1.023883 1.133585 0.719096 0.763964 0.827953 0.876488 0.900001 1.023152 1.038969 1.141987 1.227852 2.101848 2.53781 3.286544 6.720916 6.905469 7.161207 10.90318"
2014-06-10T12:34:10Z	100000	8	1.2235859791666666	true	1.200	1.247	ms	"1.214348 1.215807 1.218049 1.2203 1.22557 1.226868 1.233282 1.253024 1.209266 1.213379 1.216923 1.221017 1.223217 1.22327 1.228004 1.251385 1.187027 1.194365 1.199966 1.204966 1.210518 1.216914 1.219149 1.239563 1.196794 1.212152 1.215521 1.22146 1.22226 1.222791 1.224608 1.23177 1.174698 1.187571 1.190369 1.197363 1.200434 1.212568 1.217598 1.218497 1.228274 1.233511 1.249734 1.27613 1.278515 1.278612 1.285051 1.289669"
2014-06-10T12:34:10Z	100000	2	4.070244583333333	true	4.038	4.103	ms	"4.034313 4.045845 4.046897 4.049703 4.066531 4.070813 4.078594 4.086607 4.030621 4.038546 4.040605 4.046608 4.054009 4.059843 4.061404 4.066152 4.021211 4.035479 4.041221 4.055779 4.080543 4.10993 4.116357 4.135914 4.02311 4.038398 4.04365 4.065502 4.078527 4.090293 4.132079 4.147015 4.053411 4.05443 4.055319 4.066117 4.066656 4.068667 4.074992 4.080166 4.034926 4.038928 4.070052 4.077262 4.115254 4.120067 4.121701 4.181693"
2014-06-10T12:34:10Z	100000	1	7.914409395833332	true	7.909	7.920	ms	"7.907204 7.909421 7.909733 7.916052 7.916495 7.919514 7.919676 7.922722 7.904904 7.909541 7.912887 7.913046 7.914851 7.915462 7.917453 7.920236 7.909471 7.914799 7.916121 7.916514 7.920607 7.921644 7.923398 7.925493 7.906466 7.907231 7.90963 7.910007 7.910407 7.910484 7.913299 7.91443 7.90886 7.912716 7.914131 7.917451 7.917661 7.917755 7.921053 7.930386 7.901497 7.907219 7.90955 7.910949 7.911318 7.911834 7.915541 7.924532"
2014-06-10T12:34:10Z	100000	32	0.6839507708333333	true	0.648	0.720	ms	"0.587299 0.594582 0.602337 0.621837 0.626407 0.649793 0.665301 0.678183 0.656288 0.664171 0.6679 0.677721 0.682454 0.693089 0.696892 0.717071 0.638533 0.644891 0.653641 0.655817 0.685092 0.689259 0.691022 0.706032 0.701069 0.707337 0.708848 0.714119 0.722941 0.727341 0.750245 0.780236 0.668318 0.679429 0.679846 0.698053 0.713298 0.71493 0.715081 0.738577 0.666486 0.676284 0.685844 0.696908 0.699774 0.706088 0.71133 0.721643"
2014-06-10T12:34:10Z	100000	4	2.1204026875	true	2.088	2.153	ms	"2.104974 2.105744 2.11875 2.126643 2.144117 2.152381 2.169309 2.172251 2.137147 2.146067 2.146528 2.147893 2.150534 2.151215 2.154038 2.158389 2.080687 2.087046 2.089602 2.091985 2.093223 2.097248 2.103207 2.10599 2.074855 2.076006 2.083891 2.086038 2.088991 2.089017 2.093332 2.101658 2.092971 2.100232 2.13949 2.173373 2.176039 2.176438 2.191529 2.19414 2.075751 2.076783 2.090587 2.097608 2.099849 2.107601 2.12422 2.133962"
2014-06-10T12:34:10Z	100000	16	0.8349086666666669	true	0.797	0.873	ms	"0.773649 0.814442 0.835586 0.835764 0.845779 0.853964 0.858685 0.863717 0.760593 0.781343 0.781625 0.799649 0.805269 0.813597 0.83414 0.862812 0.737871 0.761799 0.763633 0.771003 0.773733 0.802571 0.812226 0.862879 0.808507 0.824738 0.847642 0.852212 0.858768 0.864758 0.870607 0.877487 0.829974 0.860214 0.862472 0.865725 0.882398 0.884604 0.892113 0.911347 0.838202 0.846842 0.851671 0.855392 0.858113 0.860512 0.882237 0.882752"
2014-06-10T12:34:10Z	300000	64	1.5394848750000003	true	1.388	1.691	ms	"1.286832 1.391944 1.397865 1.455994 1.468243 1.509083 1.683449 1.716287 1.322252 1.377579 1.495129 1.512172 1.51304 1.55959 1.752557 1.79173 1.331314 1.497084 1.521394 1.589122 1.625352 1.661183 1.665287 1.671078 1.270045 1.355405 1.368847 1.428308 1.631294 1.633625 1.660084 1.683793 1.353399 1.36679 1.424916 1.504667 1.659712 1.694821 1.826058 1.943091 1.315247 1.32412 1.369634 1.573293 1.629369 1.657909 1.705326 1.719961"
2014-06-10T12:34:10Z	300000	8	3.360863625000001	true	3.307	3.415	ms	"3.337756 3.342092 3.354642 3.360681 3.44761 3.45619 3.457017 3.478268 3.301505 3.322778 3.333623 3.384002 3.453807 3.461645 3.508096 3.528094 3.296468 3.310022 3.325031 3.325818 3.328187 3.340577 3.349326 3.375476 3.302947 3.3138 3.335061 3.33986 3.340812 3.34865 3.376269 3.38493 3.270124 3.295275 3.306487 3.317049 3.323187 3.343243 3.358893 3.377551 3.335775 3.33916 3.343656 3.35199 3.352009 3.354121 3.36139 3.370504"
2014-06-10T12:34:10Z	300000	2	12.3011755	true	12.250	12.352	ms	"12.229599 12.257967 12.260283 12.303319 12.322341 12.322408 12.326441 12.34206 12.250297 12.250387 12.25357 12.254932 12.261025 12.271403 12.288075 12.362916 12.245686 12.263001 12.293731 12.308759 12.359231 12.367211 12.378689 12.524336 12.250812 12.278243 12.298783 12.315583 12.329723 12.335594 12.345316 12.411079 12.218843 12.252128 12.253898 12.254253 12.268987 12.277315 12.280929 12.358682 12.261734 12.267888 12.288064 12.291068 12.309397 12.322785 12.335835 12.351818"
